genes	predicted_functions
skiv2l2	uberon_0000033:3.47083852626,uberon_0009124:0.00355984997775,uberon_0001944:0.00355984997775
rpl11	uberon_0000033:177.603330646,uberon_0009124:0.0341999872863,uberon_0001944:0.0341999872863
wnt3a	uberon_0009124:60.4406224995,uberon_0000033:7.91609248964,uberon_0001944:0.0160193248999
rgs4	uberon_0000033:4.58463209098,uberon_0009124:0.0213590998665,uberon_0001944:0.0213590998665
shha	uberon_0009124:52.2632625236,uberon_0000033:16.0973753119,uberon_0001944:0.0184349373848
shhb	uberon_0000033:12.9454883506,uberon_0009124:0.0165278748967,uberon_0001944:0.0165278748967
gli2a	uberon_0009124:77.4620815619,uberon_0000033:13.7267394049,uberon_0001944:0.0125866124213
gli2b	uberon_0000033:0.981984093663,uberon_0009124:0.00813679994915,uberon_0001944:0.00813679994915
zcchc11	uberon_0000033:0.0765367745216,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
st3gal5	uberon_0000033:0.30563854809,uberon_0009124:0.00101709999364,uberon_0001944:0.00101709999364
plk1	uberon_0000033:68.291733963,uberon_0009124:0.0547962621575,uberon_0001944:0.0547962621575
spint1a	uberon_0000033:0.382048185112,uberon_0009124:0.00127137499205,uberon_0001944:0.00127137499205
bicc2	uberon_0000033:1.24788540045,uberon_0009124:0.00114423749285,uberon_0001944:0.00114423749285
rpl19	uberon_0000033:153.812271759,uberon_0009124:0.0275888373276,uberon_0001944:0.0275888373276
gtpbp4	uberon_0000033:339.176618806,uberon_0009124:0.0227576123578,uberon_0001944:0.0227576123578
esama	uberon_0000033:2.58481519621,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
gtpbp3	uberon_0000033:0.0765367745216,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
tert	uberon_0000033:4.62353887755,uberon_0009124:0.010552412434,uberon_0001944:0.010552412434
nbas	uberon_0000033:6.82521490708,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
col8a1a	uberon_0000033:0.140591230233,uberon_0009124:0.0048312249698,uberon_0001944:0.0048312249698
atp6v0a1a	uberon_0000033:14.2101000973,uberon_0009124:0.0048312249698,uberon_0001944:0.0048312249698
map1b	uberon_0000033:0.402273795643,uberon_0009124:0.00177992498888,uberon_0001944:0.00177992498888
lin28a	uberon_0000033:0.229228911067,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
kras	uberon_0000033:3.57045355687,uberon_0009124:0.0184349373848,uberon_0001944:0.0184349373848
rps24	uberon_0000033:154.479211466,uberon_0009124:0.0274616998284,uberon_0001944:0.0274616998284
etv5a	uberon_0000033:0.799771987136,uberon_0009124:0.00139851249126,uberon_0001944:0.00139851249126
etv5b	uberon_0009124:1964.37550855,uberon_0000033:4.68588085801,uberon_0001944:0.000508549996822
kalrna	uberon_0000033:3.44964364131,uberon_0009124:0.0418282372386,uberon_0001944:0.0418282372386
rps28	uberon_0000033:162.055795333,uberon_0009124:0.0265717373339,uberon_0001944:0.0265717373339
rps29	uberon_0000033:145.45183077,uberon_0009124:0.0297501748141,uberon_0001944:0.0297501748141
lamb1a	uberon_0000033:0.204805091122,uberon_0009124:0.00521263746742,uberon_0001944:0.00521263746742
pik3c2a	uberon_0000033:21.1497311517,uberon_0009124:0.0048312249698,uberon_0001944:0.0048312249698
cdk5r1b	uberon_0009124:0.00317843748013,uberon_0001944:0.00317843748013,uberon_0000033:0.00195885095578
rae1	uberon_0000033:14.0411846542,uberon_0009124:0.0108066874325,uberon_0001944:0.0108066874325
fen1	uberon_0000033:22.1933657322,uberon_0009124:0.0111880999301,uberon_0001944:0.0111880999301
cttnl	uberon_0000033:0.530785518629,uberon_0009124:0.0110609624309,uberon_0001944:0.0110609624309
yes1	uberon_0000033:3.53718025513,uberon_0009124:0.0490750746933,uberon_0001944:0.0490750746933
ocrl	uberon_0000033:4.82965338366,uberon_0009124:0.0146208124086,uberon_0001944:0.0146208124086
cars	uberon_0000033:20.4927616842,uberon_0009124:0.00190706248808,uberon_0001944:0.00190706248808
cacnb1	uberon_0000033:0.825689813874,uberon_0009124:0.00800966244994,uberon_0001944:0.00800966244994
npm1a	uberon_0000033:24.9608378892,uberon_0009124:0.00432267497298,uberon_0001944:0.00432267497298
ascl1a	uberon_0000033:0.225440447349,uberon_0009124:0.00928103744199,uberon_0001944:0.00928103744199
npm1b	uberon_0000033:6.67340606231,uberon_0009124:0.00394126247537,uberon_0001944:0.00394126247537
fam57ba	uberon_0000033:11.2000097028,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
ilvbl	uberon_0000033:0.458457822135,uberon_0009124:0.00152564999046,uberon_0001944:0.00152564999046
trim2a	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
ndr2	uberon_0000033:5.53195284351,uberon_0009124:0.00279702498252,uberon_0001944:0.00279702498252
slc11a2	uberon_0000033:0.0479803818049,uberon_0009124:0.00266988748331,uberon_0001944:0.00266988748331
rpl5a	uberon_0000033:245.359107266,uberon_0009124:0.0396668997521,uberon_0001944:0.0396668997521
poc5	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
unc119.1	uberon_0000033:0.306147098087,uberon_0009124:0.00101709999364,uberon_0001944:0.00101709999364
cyt1	uberon_0000033:0.306147098087,uberon_0009124:0.00101709999364,uberon_0001944:0.00101709999364
arf6a	uberon_0009124:0.00966244993961,uberon_0001944:0.00966244993961,uberon_0000033:0.00288510449256
vipas39	uberon_0000033:0.229610323565,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
pitx2	uberon_0000033:0.561731156898,uberon_0009124:0.00394126247537,uberon_0001944:0.00394126247537
ttc9c	uberon_0000033:0.995806796196,uberon_0009124:0.00127137499205,uberon_0001944:0.00127137499205
col17a1a	uberon_0009124:0.0069925624563,uberon_0001944:0.0069925624563,uberon_0000033:0.005214334682
qkia	uberon_0000033:1.27364616691,uberon_0009124:0.00305129998093,uberon_0001944:0.00305129998093
rab3ip	uberon_0000033:4.04040357351,uberon_0009124:0.00330557497934,uberon_0001944:0.00330557497934
ldb3a	uberon_0000033:3.47083852626,uberon_0009124:0.00355984997775,uberon_0001944:0.00355984997775
gyltl1b	uberon_0000033:2.58481519621,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
pnx	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
otud7b	uberon_0000033:48.3389952463,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
ncbp2	uberon_0000033:178.640294722,uberon_0009124:0.0453880872163,uberon_0001944:0.0453880872163
wdr35	uberon_0000033:0.306147098087,uberon_0009124:0.00101709999364,uberon_0001944:0.00101709999364
wdr36	uberon_0000033:267.017190221,uberon_0009124:0.0184349373848,uberon_0001944:0.0184349373848
wdr33	uberon_0000033:23.4824823935,uberon_0009124:0.00254274998411,uberon_0001944:0.00254274998411
pnn	uberon_0000033:0.0765367745216,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
nr4a2a	uberon_0001944:202.303596092,uberon_0000033:3.16386390339,uberon_0009124:0.00978958743882
nr4a2b	uberon_0001944:432.981376122,uberon_0000033:3.82093850072,uberon_0009124:0.00915389994279
tcf7l1b	uberon_0000033:9.9030530266,uberon_0009124:0.0109338249317,uberon_0001944:0.0109338249317
pld1a	uberon_0000033:0.682883853359,uberon_0009124:0.0118237874261,uberon_0001944:0.0118237874261
rbp4	uberon_0000033:3.41758778348,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
fmr1	uberon_0000033:0.436043947759,uberon_0009124:0.00635687496027,uberon_0001944:0.00635687496027
jag1a	uberon_0000033:2.38955566212,uberon_0009124:0.00419553747378,uberon_0001944:0.00419553747378
jag1b	uberon_0000033:2.57399661494,uberon_0009124:0.00406839997457,uberon_0001944:0.00406839997457
sema4d	uberon_0000033:0.688830970695,uberon_0009124:0.0022884749857,uberon_0001944:0.0022884749857
pacsin3	uberon_0000033:0.267878710826,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
cnr1	uberon_0000033:0.898226808105,uberon_0009124:0.0253003623419,uberon_0001944:0.0253003623419
cnr2	uberon_0000033:4.92113860865,uberon_0009124:0.0225033373594,uberon_0001944:0.0225033373594
kcnma1b	uberon_0000033:0.535757421652,uberon_0009124:0.00177992498888,uberon_0001944:0.00177992498888
akap10	uberon_0000033:0.45922064713,uberon_0009124:0.00152564999046,uberon_0001944:0.00152564999046
kcnma1a	uberon_0000033:0.325819752515,uberon_0009124:0.00444981247219,uberon_0001944:0.00444981247219
prl	uberon_0000033:2.54729233381,uberon_0009124:0.00610259996186,uberon_0001944:0.00610259996186
mettl3	uberon_0000033:42.2684683083,uberon_0009124:0.00457694997139,uberon_0001944:0.00457694997139
egr2b	uberon_0000033:12.3825924438,uberon_0009124:0.0132222999174,uberon_0001944:0.0132222999174
grna	uberon_0000033:2.00091145881,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
dnajb6b	uberon_0000033:12.9240759811,uberon_0009124:0.00381412497616,uberon_0001944:0.00381412497616
ap1b1	uberon_0000033:1.70657344069,uberon_0009124:0.0069925624563,uberon_0001944:0.0069925624563
meis2a	uberon_0000033:0.430278505168,uberon_0009124:0.00419553747378,uberon_0001944:0.00419553747378
kcnk5b	uberon_0000033:0.153073549043,uberon_0009124:0.000508549996822,uberon_0001944:0.000508549996822
tp63	uberon_0000033:0.143858414021,uberon_0009124:0.00508549996822,uberon_0001944:0.00508549996822
pcm1	uberon_0000033:10.1543372478,uberon_0009124:0.0108066874325,uberon_0001944:0.0108066874325
irx1a	uberon_0000033:0.229610323565,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
irx1b	uberon_0000033:0.306147098087,uberon_0009124:0.00101709999364,uberon_0001944:0.00101709999364
irf4a	uberon_0000033:0.804547591286,uberon_0009124:0.00355984997775,uberon_0001944:0.00355984997775
hoxd4a	uberon_0000033:11.1421513925,uberon_0009124:0.000254274998411,uberon_0001944:0.000254274998411
parla	uberon_0000033:13.6504298142,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
aldh7a1	uberon_0000033:0.27441237704,uberon_0009124:0.00737397495391,uberon_0001944:0.00737397495391
ctsd	uberon_0000033:1.24788540045,uberon_0009124:0.00114423749285,uberon_0001944:0.00114423749285
dla	uberon_0000033:1.26443103188,uberon_0009124:0.00762824995232,uberon_0001944:0.00762824995232
map2k7	uberon_0000033:0.380780628853,uberon_0009124:0.0069925624563,uberon_0001944:0.0069925624563
notch2	uberon_0000033:10.5431190824,uberon_0009124:0.0261903248363,uberon_0001944:0.0261903248363
map2k5	uberon_0000033:0.0326266171179,uberon_0009124:0.00584832496345,uberon_0001944:0.00584832496345
notch3	uberon_0000033:8.12133745595,uberon_0009124:0.0264445998347,uberon_0001944:0.0264445998347
kif3b	uberon_0000033:0.00954606059752,uberon_0009124:0.0071196999555,uberon_0001944:0.0071196999555
kif3a	uberon_0000033:1.11618303879,uberon_0009124:0.00788252495073,uberon_0001944:0.00788252495073
mitfa	uberon_0000033:9.32503117304,uberon_0009124:0.00775538745153,uberon_0001944:0.00775538745153
usp39	uberon_0000033:12.7449364791,uberon_0009124:0.00266988748331,uberon_0001944:0.00266988748331
rrm2	uberon_0000033:99.7238700769,uberon_0009124:0.0162735998983,uberon_0001944:0.0162735998983
rrm1	uberon_0000033:82.2231805508,uberon_0009124:0.0152564999046,uberon_0001944:0.0152564999046
usp33	uberon_0000033:4.6964964787,uberon_0009124:0.000508549996822,uberon_0001944:0.000508549996822
tubgcp4	uberon_0000033:7.35390794116,uberon_0009124:0.010552412434,uberon_0001944:0.010552412434
usp36	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
smc1a	uberon_0000033:84.4740579957,uberon_0009124:0.0305129998093,uberon_0001944:0.0305129998093
slc14a2	uberon_0000033:0.191341936304,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
u2af1	uberon_0000033:36.6204475718,uberon_0009124:0.0158921874007,uberon_0001944:0.0158921874007
ptgs1	uberon_0000033:7.53311350046,uberon_0009124:0.0104252749348,uberon_0001944:0.0104252749348
cldn5a	uberon_0000033:0.240928083881,uberon_0009124:0.0047040874706,uberon_0001944:0.0047040874706
gon4l	uberon_0000033:4.6964964787,uberon_0009124:0.000508549996822,uberon_0001944:0.000508549996822
nptx2a	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
ikzf5	uberon_0000033:2.58481519621,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
foxh1	uberon_0000033:0.00724251242143,uberon_0009124:0.00305129998093,uberon_0001944:0.00305129998093
ikzf1	uberon_0000033:0.267878710826,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
aldh8a1	uberon_0000033:0.650562583434,uberon_0009124:0.00216133748649,uberon_0001944:0.00216133748649
atp6v1f	uberon_0000033:3.57592002267,uberon_0009124:0.00533977496663,uberon_0001944:0.00533977496663
pim1	uberon_0000033:0.0382683872608,uberon_0009124:0.000127137499205,uberon_0001944:0.000127137499205
idh1	uberon_0000033:1.37766194139,uberon_0009124:0.00457694997139,uberon_0001944:0.00457694997139
evx1	uberon_0000033:0.00477303029876,uberon_0009124:0.00355984997775,uberon_0001944:0.00355984997775
atp6v1h	uberon_0000033:5.46649213158,uberon_0009124:0.00610259996186,uberon_0001944:0.00610259996186
gsk3b	uberon_0000033:9.13167540465,uberon_0009124:0.0232661623546,uberon_0001944:0.0232661623546
prim1	uberon_0000033:38.0911258392,uberon_0009124:0.00915389994279,uberon_0001944:0.00915389994279
ankhd1	uberon_0000033:0.114805161782,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
polr1d	uberon_0000033:13.7185529571,uberon_0009124:0.0217405123641,uberon_0001944:0.0217405123641
birc5a	uberon_0000033:82.3045099667,uberon_0009124:0.0283516623228,uberon_0001944:0.0283516623228
sbno2a	uberon_0000033:0.114805161782,uberon_0009124:0.000381412497616,uberon_0001944:0.000381412497616
sdccag8	uberon_0000033:10.950563464,uberon_0009124:0.0104252749348,uberon_0001944:0.0104252749348
unc119b	uberon_0000033:0.267878710826,uberon_0009124:0.000889962494438,uberon_0001944:0.000889962494438
mlh1	uberon_0000033:0.0326266171179,uberon_0009124:0.00584832496345,uberon_0001944:0.00584832496345
nphp3	uberon_0000033:0.191341936304,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
nphp1	uberon_0000033:4.00182291762,uberon_0009124:0.00177992498888,uberon_0001944:0.00177992498888
nr5a2	uberon_0009124:79.0999612034,uberon_0001944:79.0999612034,uberon_0000033:1.41022173432
nphp4	uberon_0000033:0.995806796196,uberon_0009124:0.00127137499205,uberon_0001944:0.00127137499205
tbxas1	uberon_0000033:0.636823083453,uberon_0009124:0.00152564999046,uberon_0001944:0.00152564999046
mdkb	uberon_0000033:0.490992046831,uberon_0009124:0.00406839997457,uberon_0001944:0.00406839997457
mdka	uberon_0000033:0.325819752515,uberon_0009124:0.00444981247219,uberon_0001944:0.00444981247219
mapk14a	uberon_0000033:7.83076421098,uberon_0009124:0.0312758248045,uberon_0001944:0.0312758248045
nrxn1a	uberon_0000033:0.574025808912,uberon_0009124:0.00190706248808,uberon_0001944:0.00190706248808
amer1	uberon_0000033:11.3614659854,uberon_0009124:0.00177992498888,uberon_0001944:0.00177992498888
plrg1	uberon_0000033:29.8476697887,uberon_0009124:0.00584832496345,uberon_0001944:0.00584832496345
slc2a2	uberon_0000033:1.13770635926,uberon_0009124:0.00317843748013,uberon_0001944:0.00317843748013
lum	uberon_0000033:0.18401622133,uberon_0009124:0.00508549996822,uberon_0001944:0.00508549996822
msna	uberon_0000033:0.872977621018,uberon_0009124:0.00584832496345,uberon_0001944:0.00584832496345
nostrin	uberon_0000033:0.636823083453,uberon_0009124:0.00152564999046,uberon_0001944:0.00152564999046
fgf20b	uberon_0009124:135.998474908,uberon_0000033:1.51637996464,uberon_0001944:0.00724683745471
fgf20a	uberon_0009124:120.9065743,uberon_0000033:0.981984093663,uberon_0001944:0.00813679994915
wwox	uberon_0000033:17.096325325,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
ppp4ca	uberon_0000033:0.380780628853,uberon_0009124:0.0069925624563,uberon_0001944:0.0069925624563
fzd2	uberon_0000033:8.91364310414,uberon_0009124:0.00966244993961,uberon_0001944:0.00966244993961
fzd5	uberon_0000033:16.1007079555,uberon_0009124:0.0100438624372,uberon_0001944:0.0100438624372
fzd6	uberon_0000033:0.420952259869,uberon_0009124:0.00139851249126,uberon_0001944:0.00139851249126
mylk3	uberon_0000033:1.01516718199,uberon_0009124:0.00330557497934,uberon_0001944:0.00330557497934
hoxa13a	uberon_0000033:13.6790347902,uberon_0009124:0.000762824995232,uberon_0001944:0.000762824995232
pcsk9	uberon_0000033:0.688830970695,uberon_0009124:0.0022884749857,uberon_0001944:0.0022884749857
elovl1a	uberon_0000033:0.191341936304,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
elovl1b	uberon_0000033:0.153073549043,uberon_0009124:0.000508549996822,uberon_0001944:0.000508549996822
adcyap1b	uberon_0000033:0.0401301598947,uberon_0009124:0.0111880999301,uberon_0001944:0.0111880999301
pwp2h	uberon_0000033:223.965944525,uberon_0009124:0.0236475748522,uberon_0001944:0.0236475748522
b4galt7	uberon_0000033:0.718244401465,uberon_0009124:0.00368698747696,uberon_0001944:0.00368698747696
taf1b	uberon_0000033:8.26864742106,uberon_0009124:0.00495836246901,uberon_0001944:0.00495836246901
lrp2a	uberon_0000033:1.01516718199,uberon_0009124:0.00330557497934,uberon_0001944:0.00330557497934
usp10	uberon_0000033:22.6893363041,uberon_0009124:0.00826393744835,uberon_0001944:0.00826393744835
tfpi2	uberon_0000033:0.191024092556,uberon_0009124:0.000635687496027,uberon_0001944:0.000635687496027
ccm2	uberon_0000033:0.458457822135,uberon_0009124:0.00152564999046,uberon_0001944:0.00152564999046
prickle1b	uberon_0000033:4.60464243143,uberon_0009124:0.00851821244676,uberon_0001944:0.00851821244676
prickle1a	uberon_0000033:3.82093850072,uberon_0009124:0.00915389994279,uberon_0001944:0.00915389994279
lhx9	uberon_0000033:0.688830970695,uberon_0009124:0.0022884749857,uberon_0001944:0.0022884749857
pcsk5a	uberon_0000033:0.344415485347,uberon_0009124:0.00114423749285,uberon_0001944:0.00114423749285
smg5	uberon_0000033:256.518212506,uberon_0009124:0.0146208124086,uberon_0001944:0.0146208124086
smg7	uberon_0000033:227.847913055,uberon_0009124:0.0138579874134,uberon_0001944:0.0138579874134
smg6	uberon_0000033:237.347548551,uberon_0009124:0.0141122624118,uberon_0001944:0.0141122624118
trim33	uberon_0000033:0.306147098087,uberon_0009124:0.00101709999364,uberon_0001944:0.00101709999364
trim32	uberon_0000033:0.382683872608,uberon_0009124:0.00127137499205,uberon_0001944:0.00127137499205
arf1	uberon_0000033:3.74365620134,uberon_0009124:0.00343271247855,uberon_0001944:0.00343271247855
